timestamp,open,high,low,close,volume
2025-01-01 14:15:00,3347.31,3348.39,3335.58,3336.15,16659.525
2025-01-01 14:30:00,3336.15,3341.25,3327.0,3338.11,26075.852
2025-01-01 14:45:00,3338.11,3349.0,3334.56,3345.19,18675.028
2025-01-01 15:00:00,3345.19,3349.88,3332.0,3336.1,17463.138
2025-01-01 15:15:00,3336.11,3343.53,3332.3,3338.01,11222.467
2025-01-01 15:30:00,3338.01,3346.88,3336.33,3346.49,8923.473
2025-01-01 15:45:00,3346.49,3354.25,3346.44,3352.07,21916.533
2025-01-01 16:00:00,3352.06,3356.78,3345.08,3346.7,19679.057
2025-01-01 16:15:00,3346.71,3348.64,3342.25,3344.3,11081.159
2025-01-01 16:30:00,3344.31,3345.55,3335.1,3335.4,13986.267
2025-01-01 16:45:00,3335.4,3338.53,3331.18,3337.74,13162.807
2025-01-01 17:00:00,3337.74,3339.42,3328.41,3330.28,16359.902
2025-01-01 17:15:00,3330.29,3334.46,3321.11,3333.3,21500.717
2025-01-01 17:30:00,3333.3,3338.4,3331.32,3337.09,7809.604
2025-01-01 17:45:00,3337.1,3344.38,3333.0,3342.91,10762.661
2025-01-01 18:00:00,3342.91,3344.85,3332.37,3333.8,8796.33
2025-01-01 18:15:00,3333.8,3340.8,3333.05,3338.25,4117.338
2025-01-01 18:30:00,3338.26,3349.46,3338.0,3347.89,15408.6
2025-01-01 18:45:00,3347.9,3351.48,3342.67,3347.8,13215.171
2025-01-01 19:00:00,3347.8,3354.04,3344.65,3347.49,12405.112
2025-01-01 19:15:00,3347.5,3349.19,3342.09,3344.26,7954.87
2025-01-01 19:30:00,3344.25,3351.86,3337.5,3349.67,10598.625
2025-01-01 19:45:00,3349.67,3364.3,3348.78,3356.23,33054.559
2025-01-01 20:00:00,3356.21,3361.0,3355.26,3357.0,11543.755
2025-01-01 20:15:00,3356.99,3361.2,3351.06,3353.7,10952.093
2025-01-01 20:30:00,3353.69,3356.77,3351.0,3354.32,9850.422
2025-01-01 20:45:00,3354.32,3361.76,3354.31,3359.18,12250.321
2025-01-01 21:00:00,3359.18,3363.67,3352.0,3355.33,21863.325
2025-01-01 21:15:00,3355.33,3371.12,3354.72,3366.65,19176.989
2025-01-01 21:30:00,3366.64,3367.6,3358.53,3361.17,10590.014
2025-01-01 21:45:00,3361.34,3368.34,3360.84,3367.6,7229.32
2025-01-01 22:00:00,3367.6,3368.76,3357.81,3362.7,11613.983
2025-01-01 22:15:00,3362.68,3374.14,3361.38,3367.65,14856.871
2025-01-01 22:30:00,3367.65,3368.8,3362.07,3368.01,7511.012
2025-01-01 22:45:00,3368.01,3368.01,3357.7,3360.55,16050.602
2025-01-01 23:00:00,3360.54,3366.0,3355.37,3360.67,11117.905
2025-01-01 23:15:00,3360.66,3360.67,3353.34,3355.34,12782.658
2025-01-01 23:30:00,3355.34,3359.41,3352.0,3358.01,7416.916
2025-01-01 23:45:00,3358.01,3361.16,3354.85,3359.36,6952.93
2025-01-02 00:00:00,3359.35,3360.95,3353.5,3360.53,11480.152
2025-01-02 00:15:00,3360.53,3394.93,3354.58,3383.92,64434.146
2025-01-02 00:30:00,3383.92,3394.65,3374.49,3390.16,35528.298
2025-01-02 00:45:00,3390.16,3399.77,3384.04,3389.12,31262.753
2025-01-02 01:00:00,3389.11,3405.0,3389.1,3398.53,31791.501
2025-01-02 01:15:00,3398.53,3402.36,3390.48,3391.62,17193.493
2025-01-02 01:30:00,3391.63,3391.64,3375.84,3387.76,25710.524
2025-01-02 01:45:00,3387.77,3389.0,3380.68,3383.01,7277.453
2025-01-02 02:00:00,3383.0,3391.51,3381.07,3386.73,8453.353
2025-01-02 02:15:00,3386.73,3392.98,3377.0,3388.48,11148.499
2025-01-02 02:30:00,3388.47,3389.92,3381.04,3387.17,8705.82
2025-01-02 02:45:00,3387.17,3398.0,3387.16,3397.89,12546.397
2025-01-02 03:00:00,3397.89,3401.77,3386.67,3388.59,12631.94
2025-01-02 03:15:00,3388.59,3396.5,3387.57,3393.53,7496.278
2025-01-02 03:30:00,3393.53,3394.35,3386.72,3388.62,5597.236
2025-01-02 03:45:00,3388.62,3394.12,3388.0,3388.0,7526.271
2025-01-02 04:00:00,3388.01,3394.18,3387.57,3391.27,12255.387
2025-01-02 04:15:00,3391.26,3394.9,3387.4,3389.15,6126.525
2025-01-02 04:30:00,3389.15,3423.76,3388.76,3416.96,73755.413
2025-01-02 04:45:00,3416.96,3427.7,3414.0,3417.81,40668.863
2025-01-02 05:00:00,3417.8,3419.19,3402.44,3406.46,27864.114
2025-01-02 05:15:00,3406.46,3417.26,3404.31,3416.04,15889.946
2025-01-02 05:30:00,3416.03,3418.0,3414.08,3417.79,16228.964
2025-01-02 05:45:00,3417.8,3417.98,3405.0,3412.48,15254.85
2025-01-02 06:00:00,3412.48,3415.73,3405.0,3407.61,12543.652
2025-01-02 06:15:00,3407.6,3409.38,3401.92,3403.01,13707.804
2025-01-02 06:30:00,3403.01,3410.33,3402.01,3409.52,9806.916
2025-01-02 06:45:00,3409.53,3412.0,3406.3,3410.2,7205.96
2025-01-02 07:00:00,3410.2,3415.8,3408.6,3415.33,11506.174
2025-01-02 07:15:00,3415.32,3420.25,3413.71,3418.19,13427.206
2025-01-02 07:30:00,3418.18,3421.0,3416.0,3416.89,11987.107
2025-01-02 07:45:00,3416.89,3421.82,3413.43,3419.69,12645.528
2025-01-02 08:00:00,3419.7,3433.23,3419.7,3432.39,27241.85
2025-01-02 08:15:00,3432.39,3433.06,3417.0,3418.24,21599.56
2025-01-02 08:30:00,3418.24,3424.63,3414.18,3424.31,12788.493
2025-01-02 08:45:00,3424.31,3442.85,3422.42,3437.99,30955.713
2025-01-02 09:00:00,3437.98,3441.86,3433.95,3441.32,24419.125
2025-01-02 09:15:00,3441.31,3445.87,3438.77,3445.31,27179.137
2025-01-02 09:30:00,3445.3,3446.93,3438.08,3442.0,17531.18
2025-01-02 09:45:00,3442.0,3471.67,3439.0,3467.87,65594.667
2025-01-02 10:00:00,3467.84,3473.46,3457.19,3458.64,39636.056
2025-01-02 10:15:00,3458.65,3476.17,3458.64,3470.57,34317.717
2025-01-02 10:30:00,3470.56,3474.71,3466.3,3467.63,19301.18
2025-01-02 10:45:00,3467.64,3471.36,3463.24,3468.68,16222.532
2025-01-02 11:00:00,3468.68,3471.81,3461.08,3463.13,15069.119
2025-01-02 11:15:00,3463.14,3465.58,3456.44,3465.12,18498.366
2025-01-02 11:30:00,3465.11,3472.0,3464.76,3471.0,13503.272
2025-01-02 11:45:00,3471.0,3475.0,3467.09,3470.57,19048.988
2025-01-02 12:00:00,3470.58,3481.07,3470.58,3477.21,31138.58
2025-01-02 12:15:00,3477.2,3480.73,3469.07,3471.15,21983.724
2025-01-02 12:30:00,3471.16,3474.7,3465.03,3472.67,13437.758
2025-01-02 12:45:00,3472.68,3480.35,3472.67,3479.98,16763.302
2025-01-02 13:00:00,3479.98,3484.54,3459.63,3461.76,78914.67
2025-01-02 13:15:00,3461.75,3468.23,3458.91,3467.66,28299.425
2025-01-02 13:30:00,3467.66,3473.92,3463.47,3469.01,19198.363
2025-01-02 13:45:00,3469.0,3469.0,3458.55,3465.31,23393.851
2025-01-02 14:00:00,3465.31,3466.81,3439.57,3458.35,81936.82
2025-01-02 14:15:00,3458.35,3463.7,3448.0,3462.36,24393.63
2025-01-02 14:30:00,3462.36,3511.14,3459.06,3478.97,182985.89
2025-01-02 14:45:00,3478.98,3497.77,3477.59,3494.53,60956.796
2025-01-02 15:00:00,3494.43,3495.68,3477.5,3484.68,37108.001
2025-01-02 15:15:00,3484.68,3487.94,3455.54,3468.42,57705.943
2025-01-02 15:30:00,3468.4,3471.07,3455.34,3461.81,39027.791
2025-01-02 15:45:00,3461.8,3469.79,3456.0,3462.76,27653.367
2025-01-02 16:00:00,3462.75,3470.62,3447.43,3467.99,36305.417
2025-01-02 16:15:00,3468.0,3484.12,3467.05,3480.47,32411.113
2025-01-02 16:30:00,3480.47,3488.87,3475.59,3482.61,26711.226
2025-01-02 16:45:00,3482.61,3483.06,3467.09,3468.82,25657.272
2025-01-02 17:00:00,3468.81,3478.37,3465.23,3476.54,14287.138
2025-01-02 17:15:00,3476.55,3478.09,3461.13,3462.34,17141.26
2025-01-02 17:30:00,3462.34,3462.6,3440.52,3447.57,61531.946
2025-01-02 17:45:00,3447.55,3451.53,3428.0,3449.67,63685.62
2025-01-02 18:00:00,3449.67,3459.31,3439.42,3451.92,30157.115
2025-01-02 18:15:00,3451.91,3462.54,3448.72,3458.3,16720.126
2025-01-02 18:30:00,3458.29,3458.29,3447.72,3453.61,41633.464
2025-01-02 18:45:00,3453.61,3464.78,3453.6,3464.16,25736.256
2025-01-02 19:00:00,3464.16,3469.9,3460.13,3465.43,16845.061
2025-01-02 19:15:00,3465.43,3473.79,3464.43,3469.57,20595.914
2025-01-02 19:30:00,3469.56,3469.56,3457.68,3464.34,13337.72
2025-01-02 19:45:00,3464.35,3468.56,3458.65,3462.32,9849.139
2025-01-02 20:00:00,3462.32,3469.15,3462.32,3467.63,6082.085
2025-01-02 20:15:00,3467.63,3474.9,3462.84,3467.56,16317.749
2025-01-02 20:30:00,3467.56,3469.66,3453.54,3455.47,13153.321
2025-01-02 20:45:00,3455.47,3460.93,3451.0,3452.17,12165.486
2025-01-02 21:00:00,3452.2,3455.4,3441.96,3446.18,29432.642
2025-01-02 21:15:00,3446.18,3453.02,3445.17,3452.37,9755.333
2025-01-02 21:30:00,3452.38,3454.55,3447.04,3450.39,6266.132
2025-01-02 21:45:00,3450.39,3454.91,3447.26,3453.74,5020.482
2025-01-02 22:00:00,3453.75,3453.75,3445.0,3446.6,8756.748
2025-01-02 22:15:00,3446.59,3446.6,3420.0,3434.46,43623.831
2025-01-02 22:30:00,3434.46,3440.58,3431.5,3439.1,13022.105
2025-01-02 22:45:00,3439.09,3443.84,3436.33,3440.0,7557.054
2025-01-02 23:00:00,3440.0,3445.0,3437.0,3441.81,10437.937
2025-01-02 23:15:00,3441.81,3451.34,3440.8,3450.14,9280.14
2025-01-02 23:30:00,3450.14,3456.41,3450.14,3451.68,11311.568
2025-01-02 23:45:00,3451.67,3455.52,3447.37,3454.83,7828.492
2025-01-03 00:00:00,3454.83,3456.78,3449.98,3449.98,8754.759
2025-01-03 00:15:00,3449.98,3466.0,3445.68,3461.93,26558.503
2025-01-03 00:30:00,3461.93,3466.24,3451.49,3453.13,13160.305
2025-01-03 00:45:00,3453.13,3455.21,3446.75,3448.79,8928.28
2025-01-03 01:00:00,3448.79,3452.24,3442.1,3448.26,16108.321
2025-01-03 01:15:00,3448.26,3458.25,3445.07,3458.25,21953.908
2025-01-03 01:30:00,3458.25,3459.02,3448.89,3452.36,10160.118
2025-01-03 01:45:00,3452.37,3465.58,3451.5,3464.35,29388.759
2025-01-03 02:00:00,3464.35,3469.81,3459.78,3469.31,13456.701
2025-01-03 02:15:00,3469.31,3476.48,3467.75,3473.81,27666.673
2025-01-03 02:30:00,3473.8,3474.11,3463.61,3465.0,8850.891
2025-01-03 02:45:00,3465.01,3466.77,3455.92,3456.49,9765.811
2025-01-03 03:00:00,3456.54,3462.49,3455.55,3456.66,10460.351
2025-01-03 03:15:00,3456.66,3461.84,3455.04,3458.7,6973.537
2025-01-03 03:30:00,3458.7,3465.0,3456.97,3464.51,14326.604
2025-01-03 03:45:00,3464.51,3471.96,3464.5,3469.33,11076.085
2025-01-03 04:00:00,3469.33,3470.1,3463.81,3466.02,8315.105
2025-01-03 04:15:00,3466.02,3466.55,3459.19,3460.78,6712.267
2025-01-03 04:30:00,3460.78,3462.08,3455.0,3458.14,13005.525
2025-01-03 04:45:00,3458.14,3461.09,3455.86,3457.74,11547.588
2025-01-03 05:00:00,3457.75,3459.99,3448.45,3454.0,20657.406
2025-01-03 05:15:00,3453.99,3458.11,3443.72,3448.63,22771.919
2025-01-03 05:30:00,3448.63,3453.0,3445.91,3450.37,8264.363
2025-01-03 05:45:00,3450.38,3457.47,3447.83,3455.13,13681.877
2025-01-03 06:00:00,3455.13,3460.91,3452.35,3457.39,9564.813
2025-01-03 06:15:00,3457.38,3458.0,3445.89,3448.42,10261.864
2025-01-03 06:30:00,3448.41,3451.9,3446.68,3449.87,6447.759
2025-01-03 06:45:00,3449.87,3450.09,3441.01,3441.88,17605.1
2025-01-03 07:00:00,3441.88,3443.51,3433.24,3437.58,24137.428
2025-01-03 07:15:00,3437.57,3443.5,3431.67,3434.51,16288.682
2025-01-03 07:30:00,3434.52,3440.07,3431.01,3437.21,22519.523
2025-01-03 07:45:00,3437.21,3438.71,3432.51,3432.62,13155.926
2025-01-03 08:00:00,3432.62,3435.41,3428.9,3433.95,15248.689
2025-01-03 08:15:00,3433.96,3441.96,3430.33,3430.59,18218.784
2025-01-03 08:30:00,3430.59,3433.46,3421.56,3433.46,32511.099
2025-01-03 08:45:00,3433.46,3435.77,3425.84,3429.01,17241.841
2025-01-03 09:00:00,3429.01,3439.73,3428.0,3439.73,12965.376
2025-01-03 09:15:00,3439.72,3445.68,3438.99,3443.26,16909.101
2025-01-03 09:30:00,3443.26,3450.08,3439.7,3446.49,14134.547
2025-01-03 09:45:00,3446.49,3447.23,3442.32,3442.77,9478.304
2025-01-03 10:00:00,3442.77,3443.93,3437.22,3438.39,9589.791
2025-01-03 10:15:00,3438.39,3446.71,3438.28,3444.96,6574.123
2025-01-03 10:30:00,3444.97,3451.66,3444.71,3445.0,14418.428
2025-01-03 10:45:00,3445.0,3447.84,3442.84,3444.83,9605.767
2025-01-03 11:00:00,3444.83,3449.82,3444.83,3448.48,5633.618
2025-01-03 11:15:00,3448.48,3456.93,3446.31,3455.83,15425.175
2025-01-03 11:30:00,3455.83,3460.9,3453.57,3457.73,19412.963
2025-01-03 11:45:00,3457.73,3466.54,3457.04,3464.73,17651.443
2025-01-03 12:00:00,3464.74,3473.49,3460.0,3470.74,20990.575
2025-01-03 12:15:00,3470.74,3473.32,3461.02,3472.03,18816.634
2025-01-03 12:30:00,3472.02,3475.5,3463.94,3464.62,14727.032
2025-01-03 12:45:00,3464.62,3469.0,3461.27,3462.45,10923.189
2025-01-03 13:00:00,3462.45,3488.85,3462.02,3483.65,52116.096
2025-01-03 13:15:00,3483.66,3496.74,3473.93,3485.0,51981.523
2025-01-03 13:30:00,3485.0,3491.68,3482.58,3486.35,28029.797
2025-01-03 13:45:00,3486.36,3489.0,3476.42,3480.31,25574.801
2025-01-03 14:00:00,3480.3,3498.93,3479.78,3494.38,26315.178
2025-01-03 14:15:00,3494.38,3513.0,3494.35,3510.67,68204.253
2025-01-03 14:30:00,3510.68,3536.6,3505.64,3524.66,142437.492
2025-01-03 14:45:00,3524.66,3536.0,3517.55,3526.53,57069.802
2025-01-03 15:00:00,3526.54,3544.97,3518.91,3534.11,67387.367
2025-01-03 15:15:00,3534.1,3540.5,3519.26,3538.3,53172.443
2025-01-03 15:30:00,3538.3,3556.87,3534.0,3553.0,83181.335
2025-01-03 15:45:00,3553.0,3578.19,3552.83,3564.32,106049.086
2025-01-03 16:00:00,3564.32,3588.88,3564.31,3586.3,79243.345
2025-01-03 16:15:00,3586.27,3595.93,3578.27,3581.19,90265.944
2025-01-03 16:30:00,3581.19,3591.55,3578.68,3587.99,48400.239
2025-01-03 16:45:00,3587.99,3598.69,3580.08,3583.7,51846.832
2025-01-03 17:00:00,3583.69,3593.0,3577.5,3578.58,31393.176
2025-01-03 17:15:00,3578.58,3584.93,3572.95,3577.47,25465.148
2025-01-03 17:30:00,3577.47,3585.0,3576.12,3581.72,11609.947
2025-01-03 17:45:00,3581.73,3583.94,3574.0,3574.27,22039.16
2025-01-03 18:00:00,3574.27,3590.62,3573.17,3586.69,20284.642
2025-01-03 18:15:00,3586.68,3599.89,3585.0,3598.89,21694.27
2025-01-03 18:30:00,3598.89,3617.0,3596.47,3611.81,91071.689
2025-01-03 18:45:00,3611.81,3616.28,3597.55,3604.63,35908.579
2025-01-03 19:00:00,3604.63,3623.33,3600.48,3619.14,54099.762
2025-01-03 19:15:00,3619.13,3624.65,3614.4,3620.0,51450.704
2025-01-03 19:30:00,3619.99,3630.0,3616.91,3620.59,36633.809
2025-01-03 19:45:00,3620.58,3623.65,3615.0,3621.91,19140.573
2025-01-03 20:00:00,3621.9,3622.77,3600.13,3608.46,48764.193
2025-01-03 20:15:00,3608.46,3613.72,3603.33,3611.47,18792.341
2025-01-03 20:30:00,3611.47,3613.41,3603.75,3607.7,11131.827
2025-01-03 20:45:00,3607.7,3610.34,3598.28,3600.15,19238.787
2025-01-03 21:00:00,3600.1,3612.48,3594.22,3605.96,28242.414
2025-01-03 21:15:00,3605.96,3614.8,3605.0,3612.65,16604.127
2025-01-03 21:30:00,3612.66,3616.22,3610.0,3614.63,15267.21
2025-01-03 21:45:00,3614.62,3615.0,3605.13,3613.5,9621.641
2025-01-03 22:00:00,3613.5,3620.36,3609.21,3613.19,16570.806
2025-01-03 22:15:00,3613.2,3623.21,3611.34,3619.84,15911.723
2025-01-03 22:30:00,3619.83,3621.62,3612.04,3613.33,8116.032
2025-01-03 22:45:00,3613.32,3617.82,3611.88,3615.13,6530.32
2025-01-03 23:00:00,3615.13,3616.87,3609.0,3611.32,10651.916
2025-01-03 23:15:00,3611.32,3611.7,3605.58,3606.54,13105.681
2025-01-03 23:30:00,3606.53,3609.69,3603.26,3607.73,23830.759
2025-01-03 23:45:00,3607.72,3608.3,3603.89,3607.89,13377.775
2025-01-04 00:00:00,3607.9,3609.54,3601.69,3608.05,22077.269
2025-01-04 00:15:00,3608.04,3619.9,3608.04,3615.78,12312.832
2025-01-04 00:30:00,3615.78,3615.79,3602.0,3606.51,15144.161
2025-01-04 00:45:00,3606.52,3608.24,3601.06,3601.97,11326.606
2025-01-04 01:00:00,3601.98,3603.53,3582.17,3585.58,34378.859
2025-01-04 01:15:00,3585.58,3596.46,3581.44,3593.19,16959.618
2025-01-04 01:30:00,3593.2,3594.64,3588.63,3593.1,9741.07
2025-01-04 01:45:00,3593.1,3598.38,3590.77,3595.65,8646.392
2025-01-04 02:00:00,3595.65,3597.01,3586.88,3590.5,12443.522
2025-01-04 02:15:00,3590.5,3592.1,3582.4,3585.0,7328.274
2025-01-04 02:30:00,3585.0,3594.7,3582.0,3591.55,9151.389
2025-01-04 02:45:00,3591.54,3599.46,3591.54,3595.43,10518.211
2025-01-04 03:00:00,3595.43,3599.49,3589.37,3596.33,11555.716
2025-01-04 03:15:00,3596.33,3596.68,3590.36,3593.03,6538.894
2025-01-04 03:30:00,3593.03,3598.83,3590.36,3596.21,7533.878
2025-01-04 03:45:00,3596.21,3597.91,3593.22,3597.19,7126.772
2025-01-04 04:00:00,3597.19,3597.19,3587.09,3590.8,12422.299
2025-01-04 04:15:00,3590.8,3592.65,3586.88,3586.89,5019.282
2025-01-04 04:30:00,3586.89,3589.79,3583.11,3589.42,8836.438
2025-01-04 04:45:00,3589.42,3590.91,3585.75,3590.91,10069.217
2025-01-04 05:00:00,3590.91,3591.42,3585.76,3588.42,4620.702
2025-01-04 05:15:00,3588.42,3595.94,3588.41,3593.88,10176.076
2025-01-04 05:30:00,3593.88,3595.49,3591.71,3594.16,9103.386
2025-01-04 05:45:00,3594.16,3596.14,3588.01,3595.53,8677.815
2025-01-04 06:00:00,3595.53,3603.4,3594.4,3602.28,16958.506
2025-01-04 06:15:00,3602.28,3606.6,3598.48,3600.38,8854.507
2025-01-04 06:30:00,3600.38,3600.6,3595.76,3597.01,5061.162
2025-01-04 06:45:00,3597.01,3601.22,3594.06,3599.16,8626.898
2025-01-04 07:00:00,3599.17,3609.83,3597.46,3606.46,14218.101
2025-01-04 07:15:00,3606.43,3609.0,3597.84,3603.24,17884.779
2025-01-04 07:30:00,3603.25,3604.51,3600.61,3602.63,5662.396
2025-01-04 07:45:00,3602.62,3603.0,3591.69,3593.04,12529.968
2025-01-04 08:00:00,3593.05,3603.1,3591.18,3602.54,29530.61
2025-01-04 08:15:00,3602.54,3602.55,3588.66,3594.9,24767.523
2025-01-04 08:30:00,3594.91,3601.24,3590.1,3590.14,16814.697
2025-01-04 08:45:00,3590.15,3590.88,3583.96,3583.97,24438.26
2025-01-04 09:00:00,3583.97,3589.84,3582.49,3584.48,19807.883
2025-01-04 09:15:00,3584.47,3595.0,3584.25,3592.99,11374.466
2025-01-04 09:30:00,3592.99,3593.5,3588.47,3590.86,5905.966
2025-01-04 09:45:00,3590.87,3590.87,3583.43,3588.55,8790.331
2025-01-04 10:00:00,3588.55,3591.97,3573.36,3580.0,25407.137
2025-01-04 10:15:00,3580.0,3582.52,3570.66,3579.57,14611.483
2025-01-04 10:30:00,3579.57,3585.39,3578.13,3584.97,8715.289
2025-01-04 10:45:00,3584.98,3587.6,3583.28,3587.59,5768.922
2025-01-04 11:00:00,3587.59,3590.88,3583.71,3590.87,10299.611
2025-01-04 11:15:00,3590.87,3592.58,3585.02,3587.41,7704.974
2025-01-04 11:30:00,3587.42,3595.79,3585.59,3593.6,8099.805
2025-01-04 11:45:00,3593.6,3609.54,3591.9,3601.16,40058.502
2025-01-04 12:00:00,3601.17,3608.81,3599.19,3607.59,18625.478
2025-01-04 12:15:00,3607.59,3644.48,3606.14,3635.24,88932.586
2025-01-04 12:30:00,3635.24,3643.31,3625.43,3626.98,41582.248
2025-01-04 12:45:00,3626.98,3637.79,3621.28,3634.46,26658.067
2025-01-04 13:00:00,3634.46,3647.12,3626.23,3643.17,30942.702
2025-01-04 13:15:00,3643.2,3648.99,3632.94,3637.02,38444.112
2025-01-04 13:30:00,3637.03,3638.35,3628.15,3636.5,16271.264
2025-01-04 13:45:00,3636.49,3648.98,3636.49,3643.76,38229.57
2025-01-04 14:00:00,3643.77,3646.0,3633.68,3634.96,35885.033
2025-01-04 14:15:00,3634.95,3643.0,3633.3,3638.58,16169.148
2025-01-04 14:30:00,3638.57,3642.5,3634.65,3636.38,12675.242
2025-01-04 14:45:00,3636.39,3638.0,3632.0,3636.4,10085.327
2025-01-04 15:00:00,3636.39,3641.36,3632.14,3639.64,10352.279
2025-01-04 15:15:00,3639.64,3664.0,3622.22,3635.39,93672.76
2025-01-04 15:30:00,3635.39,3635.8,3596.94,3602.08,111988.461
2025-01-04 15:45:00,3602.08,3612.58,3589.54,3606.44,59451.498
2025-01-04 16:00:00,3606.44,3617.46,3600.3,3612.22,30048.489
2025-01-04 16:15:00,3612.23,3627.72,3612.2,3619.78,32816.005
2025-01-04 16:30:00,3619.78,3621.3,3608.49,3618.03,20084.257
2025-01-04 16:45:00,3618.04,3625.14,3615.8,3621.0,8094.768
2025-01-04 17:00:00,3620.99,3632.11,3619.0,3627.16,17430.441
2025-01-04 17:15:00,3627.15,3630.78,3621.8,3622.58,8066.607
2025-01-04 17:30:00,3622.58,3630.0,3619.73,3624.75,10414.224
2025-01-04 17:45:00,3624.76,3633.51,3623.38,3632.52,10417.683
2025-01-04 18:00:00,3632.52,3643.73,3628.59,3636.55,23946.856
2025-01-04 18:15:00,3636.54,3639.96,3632.98,3634.61,10171.313
2025-01-04 18:30:00,3634.61,3636.05,3625.25,3629.0,8985.537
2025-01-04 18:45:00,3629.0,3629.29,3618.0,3625.99,11094.018
2025-01-04 19:00:00,3625.99,3632.0,3623.02,3631.95,8177.278
2025-01-04 19:15:00,3631.95,3638.78,3628.08,3629.78,8754.651
2025-01-04 19:30:00,3629.77,3635.48,3626.08,3627.84,6800.68
